date,country,SiteName,Technology,updatedby,updatetime,Volume
2024-02-04,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,5288.0
2024-02-04,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,5557.0
2024-02-05,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,3632.0
2024-02-05,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,943.4803517
2024-02-05,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,732.6255927
2024-02-05,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,5678.0
2024-02-05,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,8944.0
2024-02-06,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,4285.0
2024-02-06,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,634.5420897
2024-02-06,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,196.3304748
2024-02-06,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,8720.0
2024-02-06,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,6221.0
2024-02-07,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,3934.0
2024-02-07,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,387.3183309
2024-02-07,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,380.6287002
2024-02-07,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,5450.0
2024-02-07,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,6259.0
2024-02-08,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,6413.0
2024-02-08,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,938.8456469
2024-02-08,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,542.1289554
2024-02-08,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,6566.0
2024-02-08,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,8230.0
2024-02-09,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,6350.0
2024-02-09,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,419.8764371
2024-02-09,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,48.12538453
2024-02-09,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,8809.0
2024-02-09,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,6748.0
2024-02-10,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,3818.0
2024-02-10,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,966.3768979
2024-02-10,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,35.73395383
2024-02-10,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,5222.0
2024-02-10,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,5158.0
2024-02-11,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,6417.0
2024-02-11,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,523.0203005
2024-02-11,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,276.4523981
2024-02-11,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,6061.0
2024-02-11,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,8955.0
2024-02-12,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,6895.0
2024-02-12,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,757.1752262
2024-02-12,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,369.849217
2024-02-12,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,6313.0
2024-02-12,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,6260.0
2024-02-13,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,4590.0
2024-02-13,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,551.2475887
2024-02-13,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,994.6185122
2024-02-13,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,5496.0
2024-02-13,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,6224.0
2024-02-14,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,3720.0
2024-02-14,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,268.2841815
2024-02-14,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,248.9246671
2024-02-14,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,7916.0
2024-02-14,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,7910.0
2024-02-15,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,4506.0
2024-02-15,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,948.876216
2024-02-15,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,974.6391411
2024-02-15,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,8684.0
2024-02-15,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,6826.0
2024-02-16,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,5881.0
2024-02-16,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,889.9652285
2024-02-16,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,900.6069641
2024-02-16,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,6598.0
2024-02-16,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,7226.0
2024-02-17,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,5635.0
2024-02-17,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,68.21641066
2024-02-17,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,652.6453236
2024-02-17,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,6349.0
2024-02-17,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,6831.0
2024-02-18,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,4108.0
2024-02-18,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,231.9581556
2024-02-18,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,262.7488098
2024-02-18,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,6017.0
2024-02-18,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,8503.0
2024-02-19,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,3851.0
2024-02-19,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,980.7636211
2024-02-19,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,149.8941437
2024-02-19,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,7364.0
2024-02-19,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,7601.0
2024-02-20,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,6155.0
2024-02-20,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,761.7665815
2024-02-20,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,137.9992491
2024-02-20,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,7785.0
2024-02-20,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,5051.0
2024-02-21,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,5208.0
2024-02-21,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,373.3883423
2024-02-21,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,208.2022645
2024-02-21,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,7604.0
2024-02-21,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,6212.0
2024-02-22,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,3489.0
2024-02-22,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,804.0470061
2024-02-22,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,645.751122
2024-02-22,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,7541.0
2024-02-22,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,7574.0
2024-02-23,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,4284.0
2024-02-23,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,136.9095426
2024-02-23,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,87.50941771
2024-02-23,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,6480.0
2024-02-23,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,6654.0
2024-02-24,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,5529.0
2024-02-24,Great Britain,Hornsea-1,Wind,petroineos,2026-06-04 08:24:55.513189,188.4137744
2024-02-24,Great Britain,Hornsea-2,Wind,petroineos,2026-06-04 08:24:55.513189,886.3052849
2024-02-24,Great Britain,Pembroke-1,Gas,petroineos,2026-06-04 08:24:55.531654,5901.0
2024-02-24,Great Britain,Pembroke-2,Gas,petroineos,2026-06-04 08:24:55.531654,7762.0
2024-02-25,France,Blenod-5,Gas,petroineos,2026-06-04 08:24:55.568636,6495.0
