date,country,SiteName,Technology,updatedby,updatetime,Volume
2024-03-06,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,3853.0
2024-03-06,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,226.7865789
2024-03-06,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,385.4983509
2024-03-06,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,7920.0
2024-03-06,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,8407.0
2024-03-07,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,3299.0
2024-03-07,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,556.1357926
2024-03-07,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,532.9807957
2024-03-07,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,6317.0
2024-03-07,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,8468.0
2024-03-08,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,6288.0
2024-03-08,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,308.5970709
2024-03-08,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,859.6981872
2024-03-08,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,6581.0
2024-03-08,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,7900.0
2024-03-09,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,4211.0
2024-03-09,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,415.0891836
2024-03-09,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,828.9349096
2024-03-09,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,8791.0
2024-03-09,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,5904.0
2024-03-10,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,4397.0
2024-03-10,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,343.8374038
2024-03-10,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,580.7282597
2024-03-10,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,7351.0
2024-03-10,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,7200.0
2024-03-11,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,3108.0
2024-03-11,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,590.1002412
2024-03-11,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,822.8356126
2024-03-11,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,7129.0
2024-03-11,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,6474.0
2024-03-12,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,4846.0
2024-03-12,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,502.6441211
2024-03-12,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,246.506316
2024-03-12,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,6453.0
2024-03-12,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,5563.0
2024-04-01,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,5138.0
2024-04-01,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,223.8684725
2024-04-01,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,-550.3079269
2024-04-01,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,5390.0
2024-04-01,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,6347.0
2024-04-02,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,4906.0
2024-04-02,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,44.27761517
2024-04-02,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,807.4361658
2024-04-02,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,5288.0
2024-04-02,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,5557.0
2024-04-03,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,4498.0
2024-04-03,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,76.44770227
2024-04-03,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,274.030622
2024-04-03,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,7732.0
2024-04-03,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,7928.0
2024-04-04,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,5778.0
2024-04-04,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,410.9542817
2024-04-04,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,147.8590588
2024-04-04,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,8941.0
2024-04-04,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,7451.0
2024-04-05,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,4372.0
2024-04-05,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,667.4369129
2024-04-05,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,543.3545316
2024-04-05,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,7031.0
2024-04-05,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,5642.0
2024-04-06,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,5685.0
2024-04-06,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,406.0526593
2024-04-06,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,536.5476162
2024-04-06,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,5001.0
2024-04-06,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,6902.0
2024-04-07,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,4340.0
2024-04-07,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,604.3041596
2024-04-07,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,720.074516
2024-04-07,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,7144.0
2024-04-07,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,7899.0
2024-04-08,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,3467.0
2024-04-08,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,6.695016408
2024-04-08,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,612.3641803
2024-04-08,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,7210.0
2024-04-08,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,7649.0
2024-04-09,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,6833.0
2024-04-09,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,373.7941222
2024-04-09,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,277.6114939
2024-04-09,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,8608.0
2024-04-09,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,7530.0
2024-04-10,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,6487.0
2024-04-10,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,728.5991772
2024-04-10,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,303.1710631
2024-04-10,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,7250.0
2024-04-10,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,5695.0
2024-04-11,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,6518.0
2024-04-11,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,646.5786194
2024-04-11,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,463.5114214
2024-04-11,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,6571.0
2024-04-11,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,6167.0
2024-04-12,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,4081.0
2024-04-12,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,94.11942819
2024-04-12,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,757.824939
2024-04-12,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,5851.0
2024-04-12,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,5790.0
2024-05-01,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,5265.0
2024-05-01,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,686.9850089
2024-05-01,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,-523.8998475
2024-05-01,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,6720.0
2024-05-01,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,5204.0
2024-05-02,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,3632.0
2024-05-02,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,943.4803517
2024-05-02,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,732.6255927
2024-05-02,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,5678.0
2024-05-02,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,8944.0
2024-05-03,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,6179.0
2024-05-03,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,478.3433875
2024-05-03,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,920.437886
2024-05-03,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,6960.0
2024-05-03,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,5653.0
2024-05-04,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,3848.0
2024-05-04,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,67.20217912
2024-05-04,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,329.6442161
2024-05-04,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,5251.0
2024-05-04,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,5531.0
2024-05-05,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,6898.0
2024-05-05,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,215.0602215
2024-05-05,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,462.2583833
2024-05-05,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,6486.0
2024-05-05,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,7097.0
2024-05-06,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,4712.0
2024-05-06,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,460.183978
2024-05-06,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,183.8620171
2024-05-06,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,7923.0
2024-05-06,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,7605.0
2024-05-07,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,6253.0
2024-05-07,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,896.8524948
2024-05-07,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,454.4214499
2024-05-07,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,5077.0
2024-05-07,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,5972.0
2024-05-08,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,4268.0
2024-05-08,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,98.70364852
2024-05-08,Great Britain,Hornsea-2,Wind,unknown,2026-06-04 07:48:45.618769,61.69844841
2024-05-08,Great Britain,Pembroke-1,Gas,unknown,2026-06-04 07:48:45.646647,6285.0
2024-05-08,Great Britain,Pembroke-2,Gas,unknown,2026-06-04 07:48:45.646647,7444.0
2024-05-09,France,Blenod-5,Gas,unknown,2026-06-04 07:48:45.675565,3474.0
2024-05-09,Great Britain,Hornsea-1,Wind,unknown,2026-06-04 07:48:45.618769,421.6215747
